Item Code (CPC),Year,Item,ProductionUnit,Production,ValueUnit,Value,AreaUnit,Area,UnitPrice,UnitPrice_unit,HaPrice,HaPrice_unit
112,2001,Maize (corn),t,176800,1000 Int$,35489,ha,17000,0.20072963800904978,1000 Int$ per t,2.0875882352941177,1000 Int$ per ha
112,2002,Maize (corn),t,148847,1000 Int$,29878,ha,19446,0.20072960825545694,1000 Int$ per t,1.5364599403476293,1000 Int$ per ha
112,2003,Maize (corn),t,211685,1000 Int$,42492,ha,19451,0.2007322200439332,1000 Int$ per t,2.18456634620328,1000 Int$ per ha
112,2004,Maize (corn),t,234248,1000 Int$,47021,ha,20282,0.20073170315221475,1000 Int$ per t,2.3183611083719553,1000 Int$ per ha
112,2005,Maize (corn),t,210253,1000 Int$,42204,ha,19235,0.20072959719956435,1000 Int$ per t,2.1941252924356642,1000 Int$ per ha
112,2006,Maize (corn),t,215649,1000 Int$,43288,ha,19686,0.20073359950660563,1000 Int$ per t,2.1989230925530836,1000 Int$ per ha
112,2007,Maize (corn),t,185627,1000 Int$,37261,ha,17030,0.20073049717982835,1000 Int$ per t,2.187962419260129,1000 Int$ per ha
112,2008,Maize (corn),t,205557,1000 Int$,41262,ha,18300,0.20073264350034298,1000 Int$ per t,2.2547540983606558,1000 Int$ per ha
112,2009,Maize (corn),t,237844,1000 Int$,47743,ha,21558,0.20073241284203092,1000 Int$ per t,2.21463029965674,1000 Int$ per ha
112,2010,Maize (corn),t,188812,1000 Int$,37901,ha,17548,0.20073406351291231,1000 Int$ per t,2.159847276042854,1000 Int$ per ha
112,2011,Maize (corn),t,210175,1000 Int$,42189,ha,18462,0.20073272273105744,1000 Int$ per t,2.2851803704907376,1000 Int$ per ha
112,2012,Maize (corn),t,211231,1000 Int$,42401,ha,19442,0.20073284697795304,1000 Int$ per t,2.18089702705483,1000 Int$ per ha
112,2013,Maize (corn),t,201659,1000 Int$,40479,ha,18636,0.2007299451053511,1000 Int$ per t,2.1720862846104314,1000 Int$ per ha
112,2014,Maize (corn),t,237165,1000 Int$,47607,ha,21582,0.20073366643476062,1000 Int$ per t,2.205865999443981,1000 Int$ per ha
112,2015,Maize (corn),t,226278,1000 Int$,45421,ha,19778,0.20073095926250012,1000 Int$ per t,2.296541611892001,1000 Int$ per ha
112,2016,Maize (corn),t,210325,1000 Int$,42219,ha,17993,0.20073220016640914,1000 Int$ per t,2.3464124937475686,1000 Int$ per ha
112,2017,Maize (corn),t,175586.4,1000 Int$,35246,ha,17459,0.20073308638937867,1000 Int$ per t,2.0187868721003492,1000 Int$ per ha
112,2018,Maize (corn),t,191993.37,1000 Int$,38539,ha,17347,0.2007308898218725,1000 Int$ per t,2.2216521588747336,1000 Int$ per ha
112,2019,Maize (corn),t,195955,1000 Int$,39334,ha,16700,0.20072975938353194,1000 Int$ per t,2.3553293413173653,1000 Int$ per ha
112,2020,Maize (corn),t,190098,1000 Int$,38159,ha,15566,0.20073330597902134,1000 Int$ per t,2.4514326095335988,1000 Int$ per ha
112,2021,Maize (corn),t,209281,1000 Int$,42009,ha,18358,0.20073011883544134,1000 Int$ per t,2.2883211678832116,1000 Int$ per ha
112,2022,Maize (corn),t,188249,1000 Int$,37788,ha,16325,0.2007341340458648,1000 Int$ per t,2.314732006125574,1000 Int$ per ha
112,2023,Maize (corn),t,164354,1000 Int$,32991,ha,18900,0.20073134818744903,1000 Int$ per t,1.7455555555555555,1000 Int$ per ha
115,2000,Barley,t,302000,1000 Int$,58837,ha,54500,0.19482450331125828,1000 Int$ per t,1.0795779816513762,1000 Int$ per ha
115,2001,Barley,t,365000,1000 Int$,71112,ha,70192,0.19482739726027398,1000 Int$ per t,1.0131069067700023,1000 Int$ per ha
115,2002,Barley,t,440883,1000 Int$,85895,ha,78097,0.19482493087735295,1000 Int$ per t,1.0998501863067724,1000 Int$ per ha
115,2003,Barley,t,371837,1000 Int$,72444,ha,63402,0.19482730336141912,1000 Int$ per t,1.1426137976719977,1000 Int$ per ha
115,2004,Barley,t,226082,1000 Int$,44047,ha,48503,0.19482754044992526,1000 Int$ per t,0.9081293940580994,1000 Int$ per ha
115,2005,Barley,t,302023,1000 Int$,58842,ha,49825,0.19482622184403176,1000 Int$ per t,1.1809734069242348,1000 Int$ per ha
115,2006,Barley,t,277020,1000 Int$,53971,ha,47078,0.19482708829687387,1000 Int$ per t,1.146416585241514,1000 Int$ per ha
115,2007,Barley,t,355627,1000 Int$,69285,ha,51481,0.19482491486866857,1000 Int$ per t,1.3458363279656573,1000 Int$ per ha
115,2008,Barley,t,408730,1000 Int$,79631,ha,67435,0.19482543488366402,1000 Int$ per t,1.1808556387632536,1000 Int$ per ha
115,2009,Barley,t,435270,1000 Int$,84802,ha,77669,0.19482619982999058,1000 Int$ per t,1.0918384426218954,1000 Int$ per ha
115,2010,Barley,t,308298,1000 Int$,60064,ha,52340,0.1948244879953811,1000 Int$ per t,1.1475735575085977,1000 Int$ per ha
115,2011,Barley,t,367958,1000 Int$,71688,ha,64868,0.19482658346876547,1000 Int$ per t,1.1051365850650552,1000 Int$ per ha
115,2012,Barley,t,438789,1000 Int$,85488,ha,65703,0.19482712647764644,1000 Int$ per t,1.3011278023834527,1000 Int$ per ha
115,2013,Barley,t,416478,1000 Int$,81141,ha,61328,0.19482661749240057,1000 Int$ per t,1.3230661361857552,1000 Int$ per ha
115,2014,Barley,t,405747,1000 Int$,79050,ha,59337,0.19482583974742881,1000 Int$ per t,1.3322210425198442,1000 Int$ per ha
115,2015,Barley,t,437144,1000 Int$,85167,ha,64164,0.19482596123931703,1000 Int$ per t,1.327333083972321,1000 Int$ per ha
115,2016,Barley,t,364186,1000 Int$,70953,ha,51892,0.1948262700927548,1000 Int$ per t,1.3673205889154398,1000 Int$ per ha
115,2017,Barley,t,297598.9,1000 Int$,57980,ha,41967,0.19482598894014727,1000 Int$ per t,1.3815617032430243,1000 Int$ per ha
115,2018,Barley,t,379704.28,1000 Int$,73976,ha,56271,0.1948252993092414,1000 Int$ per t,1.3146380906683728,1000 Int$ per ha
115,2019,Barley,t,383651,1000 Int$,74745,ha,55457,0.19482550547242156,1000 Int$ per t,1.3478009989721766,1000 Int$ per ha
115,2020,Barley,t,337666,1000 Int$,65786,ha,45145,0.19482565612172975,1000 Int$ per t,1.4572156384981725,1000 Int$ per ha
115,2021,Barley,t,325057,1000 Int$,63330,ha,44200,0.1948273687384059,1000 Int$ per t,1.4328054298642534,1000 Int$ per ha
115,2022,Barley,t,329728,1000 Int$,64240,ha,48171,0.19482725155279504,1000 Int$ per t,1.3335824458699217,1000 Int$ per ha
115,2023,Barley,t,357882,1000 Int$,69725,ha,50054,0.1948267864826954,1000 Int$ per t,1.3929955647900267,1000 Int$ per ha
117,2000,Oats,t,35400,1000 Int$,5933,ha,8000,0.16759887005649718,1000 Int$ per t,0.741625,1000 Int$ per ha
117,2001,Oats,t,22394,1000 Int$,3753,ha,5000,0.16758953291060105,1000 Int$ per t,0.7506,1000 Int$ per ha
117,2002,Oats,t,34986,1000 Int$,5863,ha,7353,0.16758131824158234,1000 Int$ per t,0.7973616211070311,1000 Int$ per ha
117,2003,Oats,t,29934,1000 Int$,5017,ha,5927,0.1676020578606267,1000 Int$ per t,0.8464653281592711,1000 Int$ per ha
117,2004,Oats,t,30844,1000 Int$,5169,ha,7501,0.16758526779924782,1000 Int$ per t,0.6891081189174777,1000 Int$ per ha
117,2005,Oats,t,28714,1000 Int$,4812,ha,5000,0.167583757052309,1000 Int$ per t,0.9624,1000 Int$ per ha
117,2006,Oats,t,28478,1000 Int$,4773,ha,6278,0.1676030620127818,1000 Int$ per t,0.7602739726027398,1000 Int$ per ha
117,2007,Oats,t,27531,1000 Int$,4614,ha,5773,0.16759289528168247,1000 Int$ per t,0.7992378312835614,1000 Int$ per ha
117,2008,Oats,t,25463,1000 Int$,4267,ha,5159,0.16757648352511487,1000 Int$ per t,0.8270982748594689,1000 Int$ per ha
117,2009,Oats,t,33703,1000 Int$,5648,ha,7425,0.16758152093285464,1000 Int$ per t,0.7606734006734007,1000 Int$ per ha
117,2010,Oats,t,47608,1000 Int$,7979,ha,8889,0.16759788270878845,1000 Int$ per t,0.8976262796715041,1000 Int$ per ha
117,2011,Oats,t,28466,1000 Int$,4771,ha,6070,0.16760345675542754,1000 Int$ per t,0.785996705107084,1000 Int$ per ha
117,2012,Oats,t,18118,1000 Int$,3036,ha,3885,0.16756816425654045,1000 Int$ per t,0.7814671814671814,1000 Int$ per ha
117,2013,Oats,t,28225,1000 Int$,4730,ha,5444,0.16758193091231177,1000 Int$ per t,0.8688464364437913,1000 Int$ per ha
117,2014,Oats,t,34741,1000 Int$,5822,ha,6662,0.16758297112921333,1000 Int$ per t,0.8739117382167517,1000 Int$ per ha
117,2015,Oats,t,29119,1000 Int$,4880,ha,5803,0.16758817267076478,1000 Int$ per t,0.8409443391349302,1000 Int$ per ha
117,2016,Oats,t,46645,1000 Int$,7817,ha,8428,0.16758495015542932,1000 Int$ per t,0.9275035595633603,1000 Int$ per ha
117,2017,Oats,t,34983.4,1000 Int$,5863,ha,6070,0.16759377304664497,1000 Int$ per t,0.9658978583196046,1000 Int$ per ha
117,2018,Oats,t,24286.41,1000 Int$,4070,ha,4332,0.16758343452161106,1000 Int$ per t,0.9395198522622346,1000 Int$ per ha
117,2019,Oats,t,26824,1000 Int$,4496,ha,4694,0.16761109454220102,1000 Int$ per t,0.9578184916915211,1000 Int$ per ha
117,2020,Oats,t,23264,1000 Int$,3899,ha,4000,0.16759800550206327,1000 Int$ per t,0.97475,1000 Int$ per ha
117,2021,Oats,t,24805,1000 Int$,4157,ha,4600,0.16758718000403144,1000 Int$ per t,0.903695652173913,1000 Int$ per ha
117,2022,Oats,t,32991,1000 Int$,5529,ha,5500,0.16759116122578885,1000 Int$ per t,1.0052727272727273,1000 Int$ per ha
117,2023,Oats,t,30259,1000 Int$,5071,ha,4235,0.16758650318913382,1000 Int$ per t,1.1974025974025975,1000 Int$ per ha
231,2000,"Hen eggs in shell, fresh",1000 No,768000,1000 Int$,53496,NA,NA,0.06965625,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2000,"Hen eggs in shell, fresh",t,43007,1000 Int$,53496,NA,NA,1.2438905294486944,1000 Int$ per t,NA,1000 Int$ per NA
231,2001,"Hen eggs in shell, fresh",1000 No,784000,1000 Int$,54604,NA,NA,0.06964795918367347,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2001,"Hen eggs in shell, fresh",t,43898,1000 Int$,54604,NA,NA,1.2438835482254318,1000 Int$ per t,NA,1000 Int$ per NA
231,2002,"Hen eggs in shell, fresh",1000 No,815500,1000 Int$,56804,NA,NA,0.06965542611894543,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2002,"Hen eggs in shell, fresh",t,45667,1000 Int$,56804,NA,NA,1.2438741323056035,1000 Int$ per t,NA,1000 Int$ per NA
231,2003,"Hen eggs in shell, fresh",1000 No,824000,1000 Int$,57373,NA,NA,0.06962742718446602,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2003,"Hen eggs in shell, fresh",t,46124,1000 Int$,57373,NA,NA,1.243886046309947,1000 Int$ per t,NA,1000 Int$ per NA
231,2004,"Hen eggs in shell, fresh",1000 No,856440,1000 Int$,59632,NA,NA,0.06962776143104012,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2004,"Hen eggs in shell, fresh",t,47940,1000 Int$,59632,NA,NA,1.2438881935753026,1000 Int$ per t,NA,1000 Int$ per NA
231,2005,"Hen eggs in shell, fresh",t,50882,1000 Int$,63291,NA,NA,1.2438779922172871,1000 Int$ per t,NA,1000 Int$ per NA
231,2005,"Hen eggs in shell, fresh",1000 No,909000,1000 Int$,63291,NA,NA,0.06962706270627063,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2006,"Hen eggs in shell, fresh",t,51000,1000 Int$,63438,NA,NA,1.2438823529411764,1000 Int$ per t,NA,1000 Int$ per NA
231,2006,"Hen eggs in shell, fresh",1000 No,910000,1000 Int$,63438,NA,NA,0.06971208791208791,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2007,"Hen eggs in shell, fresh",1000 No,832000,1000 Int$,57963,NA,NA,0.0696670673076923,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2007,"Hen eggs in shell, fresh",t,46598,1000 Int$,57963,NA,NA,1.2438945877505472,1000 Int$ per t,NA,1000 Int$ per NA
231,2008,"Hen eggs in shell, fresh",t,53200,1000 Int$,66175,NA,NA,1.243890977443609,1000 Int$ per t,NA,1000 Int$ per NA
231,2008,"Hen eggs in shell, fresh",1000 No,950000,1000 Int$,66175,NA,NA,0.0696578947368421,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2009,"Hen eggs in shell, fresh",1000 No,925000,1000 Int$,64433,NA,NA,0.06965729729729729,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2009,"Hen eggs in shell, fresh",t,51800,1000 Int$,64433,NA,NA,1.243880308880309,1000 Int$ per t,NA,1000 Int$ per NA
231,2010,"Hen eggs in shell, fresh",t,53082.05,1000 Int$,66028,NA,NA,1.2438856449590774,1000 Int$ per t,NA,1000 Int$ per NA
231,2010,"Hen eggs in shell, fresh",1000 No,934000,1000 Int$,66028,NA,NA,0.07069379014989294,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2011,"Hen eggs in shell, fresh",t,52300,1000 Int$,65055,NA,NA,1.2438814531548756,1000 Int$ per t,NA,1000 Int$ per NA
231,2011,"Hen eggs in shell, fresh",1000 No,912500,1000 Int$,65055,NA,NA,0.0712931506849315,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2012,"Hen eggs in shell, fresh",t,51100,1000 Int$,63562,NA,NA,1.2438747553816047,1000 Int$ per t,NA,1000 Int$ per NA
231,2012,"Hen eggs in shell, fresh",1000 No,955000,1000 Int$,63562,NA,NA,0.06655706806282723,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2013,"Hen eggs in shell, fresh",1000 No,955847,1000 Int$,65926,NA,NA,0.06897128933814721,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2013,"Hen eggs in shell, fresh",t,53000,1000 Int$,65926,NA,NA,1.2438867924528303,1000 Int$ per t,NA,1000 Int$ per NA
231,2014,"Hen eggs in shell, fresh",t,54000,1000 Int$,67170,NA,NA,1.2438888888888888,1000 Int$ per t,NA,1000 Int$ per NA
231,2014,"Hen eggs in shell, fresh",1000 No,1010636,1000 Int$,67170,NA,NA,0.06646309848451866,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2015,"Hen eggs in shell, fresh",1000 No,1026296,1000 Int$,71489,NA,NA,0.0696572918534224,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2015,"Hen eggs in shell, fresh",t,57472.58,1000 Int$,71489,NA,NA,1.2438801250961762,1000 Int$ per t,NA,1000 Int$ per NA
231,2016,"Hen eggs in shell, fresh",1000 No,1075087,1000 Int$,74888,NA,NA,0.06965761840669639,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2016,"Hen eggs in shell, fresh",t,60204.87,1000 Int$,74888,NA,NA,1.243886084298496,1000 Int$ per t,NA,1000 Int$ per NA
231,2017,"Hen eggs in shell, fresh",t,62510.17,1000 Int$,77755,NA,NA,1.2438775962375404,1000 Int$ per t,NA,1000 Int$ per NA
231,2017,"Hen eggs in shell, fresh",1000 No,1116253,1000 Int$,77755,NA,NA,0.06965714761796833,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2018,"Hen eggs in shell, fresh",1000 No,1105793,1000 Int$,77027,NA,NA,0.06965770266225234,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2018,"Hen eggs in shell, fresh",t,61924.41,1000 Int$,77027,NA,NA,1.243887507365835,1000 Int$ per t,NA,1000 Int$ per NA
231,2019,"Hen eggs in shell, fresh",1000 No,1120659,1000 Int$,78062,NA,NA,0.06965722847003415,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2019,"Hen eggs in shell, fresh",t,62756.9,1000 Int$,78062,NA,NA,1.2438791591044172,1000 Int$ per t,NA,1000 Int$ per NA
231,2020,"Hen eggs in shell, fresh",1000 No,1217222,1000 Int$,84789,NA,NA,0.06965779455185661,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2020,"Hen eggs in shell, fresh",t,68164.43,1000 Int$,84789,NA,NA,1.2438892249227347,1000 Int$ per t,NA,1000 Int$ per NA
231,2021,"Hen eggs in shell, fresh",1000 No,1214032,1000 Int$,84566,NA,NA,0.0696571424805936,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2021,"Hen eggs in shell, fresh",t,67985.79,1000 Int$,84566,NA,NA,1.2438775808885947,1000 Int$ per t,NA,1000 Int$ per NA
231,2022,"Hen eggs in shell, fresh",1000 No,1118632,1000 Int$,77921,NA,NA,0.06965740297077144,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2022,"Hen eggs in shell, fresh",t,62643.39,1000 Int$,77921,NA,NA,1.2438822356197516,1000 Int$ per t,NA,1000 Int$ per NA
231,2023,"Hen eggs in shell, fresh",1000 No,1114857,1000 Int$,77658,NA,NA,0.06965736412831422,1000 Int$ per 1000 No,NA,1000 Int$ per NA
231,2023,"Hen eggs in shell, fresh",t,62431.99,1000 Int$,77658,NA,NA,1.2438815421388938,1000 Int$ per t,NA,1000 Int$ per NA
232,2000,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,27500,1000 Int$,7005,NA,NA,0.25472727272727275,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2000,"Eggs from other birds in shell, fresh, n.e.c.",t,2400,1000 Int$,7005,NA,NA,2.91875,1000 Int$ per t,NA,1000 Int$ per NA
232,2001,"Eggs from other birds in shell, fresh, n.e.c.",t,2400,1000 Int$,7005,NA,NA,2.91875,1000 Int$ per t,NA,1000 Int$ per NA
232,2001,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,27500,1000 Int$,7005,NA,NA,0.25472727272727275,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2002,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,27500,1000 Int$,7005,NA,NA,0.25472727272727275,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2002,"Eggs from other birds in shell, fresh, n.e.c.",t,2400,1000 Int$,7005,NA,NA,2.91875,1000 Int$ per t,NA,1000 Int$ per NA
232,2003,"Eggs from other birds in shell, fresh, n.e.c.",t,2366.33,1000 Int$,6907,NA,NA,2.9188659231806215,1000 Int$ per t,NA,1000 Int$ per NA
232,2003,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,27500,1000 Int$,6907,NA,NA,0.25116363636363637,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2004,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,28950,1000 Int$,6604,NA,NA,0.2281174438687392,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2004,"Eggs from other birds in shell, fresh, n.e.c.",t,2262.67,1000 Int$,6604,NA,NA,2.9186757238130174,1000 Int$ per t,NA,1000 Int$ per NA
232,2005,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,28750,1000 Int$,7297,NA,NA,0.2538086956521739,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2005,"Eggs from other birds in shell, fresh, n.e.c.",t,2500,1000 Int$,7297,NA,NA,2.9188,1000 Int$ per t,NA,1000 Int$ per NA
232,2006,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,35100,1000 Int$,5995,NA,NA,0.1707977207977208,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2006,"Eggs from other birds in shell, fresh, n.e.c.",t,2053.89,1000 Int$,5995,NA,NA,2.9188515451168273,1000 Int$ per t,NA,1000 Int$ per NA
232,2007,"Eggs from other birds in shell, fresh, n.e.c.",t,1861.51,1000 Int$,5433,NA,NA,2.9185983422060584,1000 Int$ per t,NA,1000 Int$ per NA
232,2007,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,33150,1000 Int$,5433,NA,NA,0.16389140271493213,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2008,"Eggs from other birds in shell, fresh, n.e.c.",t,1993.49,1000 Int$,5819,NA,NA,2.9190013493922717,1000 Int$ per t,NA,1000 Int$ per NA
232,2008,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,33450,1000 Int$,5819,NA,NA,0.1739611360239163,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2009,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,35800,1000 Int$,6351,NA,NA,0.17740223463687152,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2009,"Eggs from other birds in shell, fresh, n.e.c.",t,2175.99,1000 Int$,6351,NA,NA,2.918671501247708,1000 Int$ per t,NA,1000 Int$ per NA
232,2010,"Eggs from other birds in shell, fresh, n.e.c.",t,1773.27,1000 Int$,5176,NA,NA,2.9189012389540228,1000 Int$ per t,NA,1000 Int$ per NA
232,2010,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,36800,1000 Int$,5176,NA,NA,0.14065217391304347,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2011,"Eggs from other birds in shell, fresh, n.e.c.",t,1713.22,1000 Int$,5001,NA,NA,2.9190646852126405,1000 Int$ per t,NA,1000 Int$ per NA
232,2011,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,36800,1000 Int$,5001,NA,NA,0.1358967391304348,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2012,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,36800,1000 Int$,5247,NA,NA,0.14258152173913044,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2012,"Eggs from other birds in shell, fresh, n.e.c.",t,1797.55,1000 Int$,5247,NA,NA,2.918973046646825,1000 Int$ per t,NA,1000 Int$ per NA
232,2013,"Eggs from other birds in shell, fresh, n.e.c.",t,1802.13,1000 Int$,5260,NA,NA,2.918768346345713,1000 Int$ per t,NA,1000 Int$ per NA
232,2013,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,36800,1000 Int$,5260,NA,NA,0.14293478260869566,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2014,"Eggs from other birds in shell, fresh, n.e.c.",t,1806.72,1000 Int$,5273,NA,NA,2.918548529932696,1000 Int$ per t,NA,1000 Int$ per NA
232,2014,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,36800,1000 Int$,5273,NA,NA,0.14328804347826088,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2015,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,36800,1000 Int$,5287,NA,NA,0.14366847826086956,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2015,"Eggs from other birds in shell, fresh, n.e.c.",t,1811.3,1000 Int$,5287,NA,NA,2.9188980290399162,1000 Int$ per t,NA,1000 Int$ per NA
232,2016,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,36800,1000 Int$,5254,NA,NA,0.14277173913043478,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2016,"Eggs from other birds in shell, fresh, n.e.c.",t,1800,1000 Int$,5254,NA,NA,2.918888888888889,1000 Int$ per t,NA,1000 Int$ per NA
232,2017,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,36850,1000 Int$,5254,NA,NA,0.14257801899592945,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2017,"Eggs from other birds in shell, fresh, n.e.c.",t,1800,1000 Int$,5254,NA,NA,2.918888888888889,1000 Int$ per t,NA,1000 Int$ per NA
232,2018,"Eggs from other birds in shell, fresh, n.e.c.",t,1880,1000 Int$,5487,NA,NA,2.918617021276596,1000 Int$ per t,NA,1000 Int$ per NA
232,2018,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,38370,1000 Int$,5487,NA,NA,0.1430023455824863,1000 Int$ per 1000 No,NA,1000 Int$ per NA
232,2019,"Eggs from other birds in shell, fresh, n.e.c.",t,1880,1000 Int$,5487,NA,NA,2.918617021276596,1000 Int$ per t,NA,1000 Int$ per NA
